TAXONOMIC_NAME,FAMILY,Lmax,Linf,K,Kyears,M,Lifespan,GenerationTime,AgeMat,Lmat,LmaxYields,Wmax,MaxN_prot,Repr,Fecundity,Resilience,Main food,Trophic level,QB
Amblyeleotris randalli,Gobiidae,12.0,12.8,0.46,0.45,,6.1,2.4,1.8,8.2,7.6,,,,,High; decline threshold,,0,times the body weight per year
Amblyeleotris rubrimarginata,Gobiidae,11.0,11.7,0.6,0.35,1.43,4.6,1.9,1.4,7.6,6.9,,,,,High; decline threshold,,,times the body weight per year
Amblyeleotris steinitzi,Gobiidae,13.0,13.8,0.42,0.48,,6.7,2.6,1.9,8.8,8.2,,,,,High; decline threshold,,0,times the body weight per year
Amblyeleotris wheeleri,Gobiidae,10.0,10.7,0.54,0.4,,5.2,2.1,1.6,7,6.3,,,,,High; decline threshold,,0,times the body weight per year
Amblygaster leiogaster,Clupeidae,23.0,24.2,0.56,0.31,,5,1.4,1.3,14.6,14.7,125.2 g,3.2/20.0,,,High; decline threshold,plants/detritus+animals,3.4+/- s.e. 0.45,times the body weight per year
Amblygaster sirm,Clupeidae,27.0,25.2,1.17,0.14,2.1,2.4,0.7,0.6,15.1,15.8,84.6 g,2.2/13.8,nonguarders: open water/substratum egg scatterers,"127,072.00",High; decline threshold,mainly animals,2.9+/- s.e. 0.3,times the body weight per year
Amblyglyphidodon aureus,Pomacentridae,13.0,13.8,0.53,0.38,1.25,5.3,2.1,1.5,8.8,8.2,,,,,High; decline threshold,mainly animals,2.7+/- s.e. 0.3,times the body weight per year
Amblyglyphidodon batunai,Pomacentridae,10.0,10.7,0.68,0.32,1.6,4.1,1.7,1.2,7,6.3,,,,,High; decline threshold,,,times the body weight per year
Amblyglyphidodon curacao,Pomacentridae,11.0,11.7,0.62,0.34,1.46,4.5,1.8,1.4,7.6,6.9,50.0 g,1.3/8.1,,,High; decline threshold,plants/detritus+animals,2.6+/- s.e. 0.14,times the body weight per year
Amblyglyphidodon leucogaster,Pomacentridae,13.0,13.8,0.53,0.38,1.25,5.3,2.1,1.5,8.8,8.2,66.0 g,1.7/10.6,,,High; decline threshold,mainly animals,3.4+/- s.e. 0.39,times the body weight per year
Amblygobius albimaculatus,Gobiidae,18.0,19,0.31,0.61,,9.1,3.4,2.5,11.8,11.4,,,,,High; decline threshold,plants/detritus+animals,0,times the body weight per year
Amblygobius bynoensis,Gobiidae,10.0,10.7,0.54,0.4,,5.2,2.1,1.6,7,6.3,,,,,High; decline threshold,,,times the body weight per year
Amblygobius decussatus,Gobiidae,9.5,10.1,0.57,0.38,,4.9,2,1.5,6.7,5.9,,,,,High; decline threshold,plants/detritus+animals,2.7+/- s.e. 0.24,times the body weight per year
Amblygobius nocturnus,Gobiidae,10.0,10.7,0.54,0.4,,5.2,2.1,1.6,7,6.3,,,,,High; decline threshold,,0,times the body weight per year
Amblygobius phalaena,Gobiidae,15.0,15.9,0.45,0.43,1.07,6.2,2.4,1.8,10,9.5,46.7 g,1.2/7.5,,,High; decline threshold,plants/detritus+animals,3.6+/- s.e. 0.38,times the body weight per year
Amblygobius sphynx,Gobiidae,18.0,19,0.38,0.49,0.9,7.4,2.8,2.1,11.8,11.4,,,,,High; decline threshold,,0,times the body weight per year
Amblypomacentrus breviceps,Pomacentridae,8.5,9.1,0.79,0.28,1.87,3.5,1.5,1.1,6.1,5.3,,,,,High; decline threshold,,0,times the body weight per year
Amblyraja hyperborea,Rajidae,106.0,108.9,0.14,0.86,0.19,20.6,6.6,4.4,56.4,70.6,,,,,Low; decline threshold,mainly animals,4.3+/- s.e. 0.54,times the body weight per year
Amissidens hainesi,Ariidae,32.0 FL,33.5,0.27,0.6,,10.5,3,2.7,19.6,20.7,,,,,Medium; decline threshold,,0,times the body weight per year
Ammodytoides vagus,Ammodytidae,15.0,15.9,0.53,0.37,,5.3,2,1.5,10,9.5,,,,,High; decline threshold,,,times the body weight per year
Ammotretis brevipinnis,Pleuronectidae,38.0,39.7,0.21,0.74,0.34,13.5,3.9,3.3,22.8,24.7,,,,,Medium; decline threshold,,,times the body weight per year
Ammotretis elongatus,Pleuronectidae,22.0,23.2,0.34,0.52,0.56,8.3,3.1,2.2,14.1,14.1,,,,,High; decline threshold,mainly animals,3,times the body weight per year
Ammotretis lituratus,Pleuronectidae,23.0,24.2,0.33,0.53,0.54,8.6,2.3,2.3,14.6,14.7,,,,,High; decline threshold,,,times the body weight per year
Ammotretis macrolepis,Pleuronectidae,10.0,10.7,0.71,0.3,1.66,3.9,1.6,1.2,7,6.3,,,,,High; decline threshold,,,times the body weight per year
Ammotretis rostratus,Pleuronectidae,30.0,31.5,0.26,0.63,0.43,10.9,3,2.8,18.5,19.4,,,,,Medium; decline threshold,mainly animals,3.1+/- s.e. 0.26,times the body weight per year
Amniataba caudavittata,Terapontidae,30.0,33.5,0.41,0.39,0.75,6.9,2,1.8,19.6,20.8,,,guarders: clutch tenders,,High; decline threshold,mainly animals,3.2+/- s.e. 0.14,times the body weight per year
Amoya gracilis,Gobiidae,14.0,14.9,0.48,0.41,1.14,5.8,2.3,1.7,9.4,8.9,,,,,High; decline threshold,,,times the body weight per year
Amoya madraspatensis,Gobiidae,7.0,7.5,0.75,0.31,,3.7,1.6,1.2,5.1,4.3,,,,,High; decline threshold,,,times the body weight per year
Amphichaetodon howensis,Chaetodontidae,18.0,19,0.85,0.21,,3.3,1.3,0.9,11.8,11.4,,,,,High; decline threshold,mainly animals,2.8+/- s.e. 0.25,times the body weight per year
Amphiprion akindynos,Pomacentridae,9.0,9.6,0.63,0.35,,4.4,1.9,1.4,6.4,5.6,23.9 g,0.6/3.8,,,High; decline threshold,mainly plants/detritus,2.6+/- s.e. 0.29,times the body weight per year
Amphiprion chrysopterus,Pomacentridae,17.0,11.3,0.81,0.26,1.96,3.4,1.4,1.1,7.4,6.7,,,guarders: nesters,284,High; decline threshold,plants/detritus+animals,2.2,times the body weight per year
Amphiprion clarkii,Pomacentridae,15.0,15.9,0.39,0.5,,7.2,2.8,2,10,9.5,,,,,High; decline threshold,mainly plants/detritus,2.9+/- s.e. 0.14,times the body weight per year
Amphiprion frenatus,Pomacentridae,14.0,14.9,0.5,0.4,1.18,5.6,2.2,1.6,9.4,8.9,,,,,High; decline threshold,plants/detritus+animals,2.7+/- s.e. 0.29,times the body weight per year
Amphiprion latezonatus,Pomacentridae,14.0,14.9,0.5,0.4,0.98,5.6,2.2,1.6,9.4,8.9,,,,,High; decline threshold,mainly plants/detritus,2.7+/- s.e. 0.3,times the body weight per year
Amphiprion leucokranos,Pomacentridae,12.0,12.8,0.58,0.35,1.36,4.8,1.9,1.4,8.2,7.6,,,,,High; decline threshold,mainly plants/detritus,2.7+/- s.e. 0.31,times the body weight per year
Amphiprion mccullochi,Pomacentridae,12.0,12.8,0.58,0.35,1.13,4.8,1.9,1.4,8.2,7.6,,,,,High; decline threshold,mainly plants/detritus,2.7+/- s.e. 0.31,times the body weight per year
Amphiprion melanopus,Pomacentridae,12.0,9.1,0.53,0.43,1.5,5.3,2.2,1.7,6.1,5.3,22.5 g,0.6/3.8,guarders: nesters,,High; decline threshold,mainly animals,2.3,times the body weight per year
Amphiprion ocellaris,Pomacentridae,11.0,11.7,0.62,0.34,1.46,4.5,1.8,1.4,7.6,6.9,,,,,High; decline threshold,plants/detritus+animals,2.8+/- s.e. 0.3,times the body weight per year
Amphiprion percula,Pomacentridae,11.0,11.7,0.62,0.34,1.46,4.5,1.8,1.4,7.6,6.9,,,,,High; decline threshold,,0,times the body weight per year
Amphiprion perideraion,Pomacentridae,10.0,9.7,0.48,0.46,1.37,5.8,2.4,1.8,6.4,5.7,,,guarders: nesters,,High; decline threshold,plants/detritus+animals,2.2,times the body weight per year
Amphiprion polymnus,Pomacentridae,13.0,13.8,0.53,0.38,1.25,5.3,2.1,1.5,8.8,8.2,,,,,High; decline threshold,mainly plants/detritus,2.7+/- s.e. 0.3,times the body weight per year
Amphiprion rubrocinctus,Pomacentridae,12.0,12.8,0.58,0.35,1.13,4.8,1.9,1.4,8.2,7.6,,,,,High; decline threshold,mainly plants/detritus,2.6+/- s.e. 0.29,times the body weight per year
Amphiprion sandaracinos,Pomacentridae,14.0,14.9,0.5,0.4,1.18,5.6,2.2,1.6,9.4,8.9,,,,,High; decline threshold,mainly plants/detritus,2.7+/- s.e. 0.3,times the body weight per year
Amsichthys knighti,Pseudochromidae,4.5,4.9,,,3.72,0,0,0,3.5,2.8,,,,,Please en,,,times the body weight per year
Anacanthobythites platycephalus,Bythitidae,10.6,11.4,0.69,0.3,,4,1.6,1.2,7.4,6.7,,,,,High; decline threshold,,,times the body weight per year
Anacanthobythites tasmaniensis,Bythitidae,5.3,5.7,1.32,0.19,,2.1,0.9,0.7,4,3.3,,,,,High; decline threshold,,,times the body weight per year
Anacanthus barbatus,Monacanthidae,35.0,36.6,0.26,0.61,0.58,10.9,3.1,2.7,21.2,22.7,,,,,Medium; decline threshold,,0,times the body weight per year
Anampses caeruleopunctatus,Labridae,42.0,43.8,0.21,0.72,0.47,13.6,3.9,3.3,24.9,27.3,,,,,Medium; decline threshold,mainly animals,3.4+/- s.e. 0.42,times the body weight per year
Anampses elegans,Labridae,29.0,30.4,0.29,0.57,0.47,9.8,2.7,2.5,17.9,18.7,,,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Anampses femininus,Labridae,24.0,25.3,0.35,0.5,0.79,8.1,2.2,2.1,15.2,15.4,,,,,High; decline threshold,,,times the body weight per year
Anampses geographicus,Labridae,31.0,32.5,0.27,0.61,0.61,10.5,2.9,2.6,19,20,,,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Anampses lennardi,Labridae,28.0,29.4,0.3,0.56,0.68,9.4,2.6,2.4,17.4,18,,,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Anampses melanurus,Labridae,12.0,12.8,0.66,0.31,1.5,4.2,1.7,1.2,8.2,7.6,,,,,High; decline threshold,mainly animals,3.4+/- s.e. 0.41,times the body weight per year
Anampses meleagrides,Labridae,22.0,23.2,0.38,0.47,0.86,7.4,2.7,2,14.1,14.1,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Anampses neoguinaicus,Labridae,20.0,21.1,0.34,0.54,,8.3,3.1,2.2,12.9,12.8,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Anampses twistii,Labridae,18.0,19,0.45,0.41,1.02,6.3,2.4,1.7,11.8,11.4,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Anaora tentaculata,Callionymidae,6.0,6.5,1.48,0.16,3.23,1.9,0.8,0.6,4.5,3.7,,,,,High; decline threshold,plants/detritus+animals,2.9+/- s.e. 0.25,times the body weight per year
Anarchias allardicei,Muraenidae,17.0,18,0.68,0.27,1.41,4.1,1.6,1.2,11.2,10.8,,,,,High; decline threshold,,,times the body weight per year
Anarchias cantonensis,Muraenidae,21.9,23.1,0.54,0.32,1.12,5.2,1.9,1.4,14,14,,,,,High; decline threshold,,,times the body weight per year
Anarchias leucurus,Muraenidae,11.5,12.2,0.97,0.21,1.68,2.9,1.2,0.9,7.9,7.2,,,,,High; decline threshold,,,times the body weight per year
Anarchias seychellensis,Muraenidae,29.0,30.4,0.41,0.4,0.85,6.9,1.9,1.8,17.9,18.7,,,,,High; decline threshold,,0,times the body weight per year
Ancistrogobius dipus,Gobiidae,4.2,4.6,1.2,0.22,,2.3,1.1,0.8,3.3,2.6,,,,,High; decline threshold,,,times the body weight per year
Anguilla australis,Anguillidae,130.0,133.1,0.03,3.39,,96.6,32,20.2,67.5,87,"4,209.0 g",121.0/756.2,,,Very low; decline threshold,,,
Anguilla bicolor,Anguillidae,123.0,126.1,0.14,0.77,0.27,20.7,6.8,4.3,64.3,82.2,,,,,Low; decline threshold,mainly animals,3.6+/- s.e. 0.5,times the body weight per year
Anguilla reinhardtii,Anguillidae,165.0,168.4,0.03,3.29,0.08,96.7,32.6,19.5,83.4,111.1,,,,,Very low; decline threshold,mainly animals,3.6+/- s.e. 0.56,
Anodontostoma chacunda,Clupeidae,22.0,18.1,1.3,0.14,2.39,2.2,0.8,0.6,11.3,11.2,137.8 g,3.6/22.5,nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly animals,2.8+/- s.e. 0.28,times the body weight per year
Anomalops katoptron,Anomalopidae,35.0,36.6,,,0.88,0,0,0,21.2,22.7,,,,,Please en,mainly animals,3.4+/- s.e. 0.45,times the body weight per year
Anoplocapros amygdaloides,Aracanidae,30.0,31.5,,,0.68,0,0,0,18.5,19.4,,,,,Please en,,,times the body weight per year
Anoplocapros inermis,Aracanidae,37.0,38.7,,,0.58,0,0,0,22.3,24,,,,,Please en,,,times the body weight per year
Anoplocapros lenticularis,Aracanidae,33.0,34.5,,,0.63,0,0,0,20.1,21.3,,,,,Please en,,,times the body weight per year
Anoplogaster cornuta,Anoplogastridae,18.0,19,,,0.53,0,0,0,11.8,11.4,143.4 g,3.7/23.1,nonguarders:,,Please en,mainly animals,4+/- s.e. 0.53,times the body weight per year
Anotopterus vorax,Anotopteridae,105.0,107.9,0.43,0.27,,6.7,2.2,1.4,55.9,69.9,,,,,High; decline threshold,mainly animals,4.5+/- s.e. 0.8,times the body weight per year
Anoxypristis cuspidata,Pristidae,470.0,471.6,0.09,0.91,0.14,32.4,12.1,5.7,210.3,325,,,,,Low; decline threshold,mainly animals,4.5+/- s.e. 0.62,times the body weight per year
Antennarius commerson,Antennariidae,45.0,46.9,,,0.73,0,0,0,26.5,29.3,,,,,Please en,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Antennarius hispidus,Antennariidae,20.0,21.1,,,1.3,0,0,0,12.9,12.8,,,,,Please en,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Antennarius maculatus,Antennariidae,15.0,15.9,,,1.6,0,0,0,10,9.5,,,,,Please en,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Antennarius pictus,Antennariidae,30.0,31.5,,,0.98,0,0,0,18.5,19.4,,,,,Please en,,,times the body weight per year
Antennarius striatus,Antennariidae,25.0,26.3,,,0.77,0,0,0,15.7,16.1,,,,,Please en,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Antennatus analis,Antennariidae,7.8,8.4,,,,0,0,0,5.6,4.9,,,,,Please en,,,times the body weight per year
Antennatus coccineus,Antennariidae,13.0,13.8,,,1.77,0,0,0,8.8,8.2,,,,,Please en,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Antennatus dorehensis,Antennariidae,14.0,14.9,,,1.67,0,0,0,9.4,8.9,,,,,Please en,,0,times the body weight per year
Antennatus nummifer,Antennariidae,13.0,13.8,,,1.22,0,0,0,8.8,8.2,,,,,Please en,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Antennatus rosaceus,Antennariidae,5.8,6.2,,,,0,0,0,4.3,3.6,,,,,Please en,,0,times the body weight per year
Antennatus tuberosus,Antennariidae,9.0,9.6,,,,0,0,0,6.4,5.6,,,,,Please en,,,times the body weight per year
Antigonia capros,Caproidae,30.5,32,0.11,1.54,0.32,25.7,7.2,6.5,18.8,19.7,"1,080.0 g",29.8/186.2,,,Low; decline threshold,mainly animals,4,times the body weight per year
Antigonia malayana,Caproidae,6.7,7.2,0.36,0.68,,7.7,3.3,2.5,4.9,4.2,,,,,High; decline threshold,,,times the body weight per year
Antigonia rhomboidea,Caproidae,11.0,11.7,0.27,0.8,0.53,10.3,4.1,3.1,7.6,6.9,,,,,Medium; decline threshold,,,times the body weight per year
Antigonia rubescens,Caproidae,15.0,15.9,0.17,1.19,,16.5,6.3,4.6,10,9.5,,,,,Medium; decline threshold,,0,times the body weight per year
Antigonia rubicunda,Caproidae,10.6,11.3,0.23,0.96,,12.1,4.9,3.7,7.4,6.7,,,,,Medium; decline threshold,,,times the body weight per year
Antimora rostrata,Moridae,75.0,64.4,0.09,1.59,0.14,32.1,10.4,7.2,35.2,42.4,"2,330.0 g",65.8/411.2,,,Low; decline threshold,mainly animals,3.6+/- s.e. 0.47,times the body weight per year
Anyperodon leucogrammicus,Serranidae,65.0,67.3,0.17,0.8,0.36,16.8,5.1,3.8,36.6,42.7,"3,692.0 g",105.7/660.6,nonguarders: open water/substratum egg scatterers,,Medium; decline threshold,mainly animals,3.9+/- s.e. 0.62,times the body weight per year
Aphanopus beckeri,Trichiuridae,77.0,79.5,0.49,0.25,,5.9,1.8,1.3,42.5,50.8,,,,,High; decline threshold,,,times the body weight per year
Aphanopus capricornis,Trichiuridae,77.8,80.3,0.49,0.25,,5.9,1.8,1.3,42.9,51.4,,,,,High; decline threshold,,,times the body weight per year
Aphanopus mikhailini,Trichiuridae,90.0,92.7,0.51,0.23,0.51,5.7,1.8,1.2,48.8,59.7,,,,,High; decline threshold,,,times the body weight per year
Aphareus furca,Lutjanidae,70.0,72.4,0.32,0.39,0.57,9,2.8,2,39.1,46.1,"7,803.0 g","228.6/1,428.8",,,Medium; decline threshold,mainly animals,4.1+/- s.e. 0.73,times the body weight per year
Aphareus rutilans,Lutjanidae,110.0,147,0.16,0.67,0.28,17.7,5.9,3.7,73.8,96.5,40.1 kg,"1,232.7/7,704.4",nonguarders: open water/substratum egg scatterers,,Medium; decline threshold,mainly animals,4.1+/- s.e. 0.57,times the body weight per year
Aphyonus gelatinosus,Aphyonidae,15.0,15.9,,,,0,0,0,10,9.5,,,,,Please en,,,times the body weight per year
Apistops caloundra,Apistidae,19.0,20.1,,,,0,0,0,12.4,12.1,,,,,Please en,,0,times the body weight per year
Apistus carinatus,Apistidae,20.0,21.1,,,0.6,0,0,0,12.9,12.8,243.0 g,6.4/40.0,,,Please en,,0,times the body weight per year
Aploactis aspera,Aploactinidae,10.0,10.7,,,1.06,0,0,0,7,6.3,,,,,Please en,,,times the body weight per year
Aploactisoma milesii,Aploactinidae,23.0,24.2,,,0.82,0,0,0,14.6,14.7,,,,,Please en,,,times the body weight per year
Aplodactylus arctidens,Aplodactylidae,65.0,67.3,,,0.28,0,0,0,36.6,42.7,"3,861.0 g",110.7/691.9,,,Please en,mainly plants/detritus,2,times the body weight per year
Aplodactylus etheridgii,Aplodactylidae,45.0,46.9,,,0.51,0,0,0,26.5,29.3,,,,,Please en,mainly plants/detritus,2,times the body weight per year
Aplodactylus lophodon,Aplodactylidae,45.0,46.9,,,,0,0,0,26.5,29.3,,,,,Please en,mainly plants/detritus,2,times the body weight per year
Aplodactylus westralis,Aplodactylidae,34.7,36.3,,,,0,0,0,21,22.5,,,,,Please en,,,times the body weight per year
Apocryptodon madurensis,Gobiidae,9.0,9.6,0.72,0.31,1.72,3.9,1.6,1.2,6.4,5.6,,,,,High; decline threshold,mainly plants/detritus,2,times the body weight per year
Apogon coccineus,Apogonidae,6.0,6.5,1.99,0.12,4.03,1.4,0.6,0.5,4.5,3.7,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Apogon crassiceps,Apogonidae,5.0,5.4,2.36,0.1,4.79,1.2,0.5,0.4,3.8,3.1,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Apogon doryssa,Apogonidae,8.0,8.6,1.52,0.15,3.08,1.8,0.8,0.6,5.8,5,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Apogon semiornatus,Apogonidae,7.5,8,1.62,0.14,3.29,1.7,0.7,0.6,5.4,4.6,,,,,High; decline threshold,,,times the body weight per year
Apogon talboti,Apogonidae,14.0,14.9,0.91,0.21,1.84,3.1,1.2,0.9,9.4,8.9,,,,,High; decline threshold,,0,times the body weight per year
Apogon unicolor,Apogonidae,14.0,14.9,0.91,0.21,1.84,3.1,1.2,0.9,9.4,8.9,,,,,High; decline threshold,,0,times the body weight per year
Apogon unitaeniatus,Apogonidae,6.0,6.5,1.99,0.12,4.03,1.4,0.6,0.5,4.5,3.7,,,,,High; decline threshold,,0,times the body weight per year
Apogonichthyoides atripes,Apogonidae,9.0,9.6,1.37,0.16,2.77,2,0.9,0.6,6.4,5.6,,,,,High; decline threshold,,,times the body weight per year
Apogonichthyoides brevicaudatus,Apogonidae,19.5,20.6,0.67,0.27,1.35,4.2,1.6,1.1,12.6,12.4,,,,,High; decline threshold,,0,times the body weight per year
Apogonichthyoides chrysurus,Apogonidae,4.0,4.3,2.9,0.09,4.18,0.9,0.4,0.4,3.1,2.4,,,,,High; decline threshold,,,times the body weight per year
Apogonichthyoides melas,Apogonidae,10.0,10.7,1.03,0.2,,2.7,1.1,0.8,7,6.3,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Apogonichthyoides nigripinnis,Apogonidae,10.0,10.7,1.24,0.17,2.09,2.2,0.9,0.7,7,6.3,24.9 g,0.6/3.8,,,High; decline threshold,mainly animals,3.4+/- s.e. 0.5,times the body weight per year
Apogonichthyoides opercularis,Apogonidae,7.0,7.5,1.44,0.16,,1.9,0.8,0.6,5.1,4.3,,,,,High; decline threshold,,,times the body weight per year
Apogonichthyoides timorensis,Apogonidae,9.0,9.6,1.37,0.16,2.77,2,0.9,0.6,6.4,5.6,38.9 g,1.0/6.2,,,High; decline threshold,,0,times the body weight per year
Apogonichthyoides umbratilis,Apogonidae,4.1,4.4,2.36,0.11,,1.2,0.6,0.4,3.2,2.5,,,,,High; decline threshold,,,times the body weight per year
Apogonichthys ocellatus,Apogonidae,6.0,6.5,1.99,0.12,4.03,1.4,0.6,0.5,4.5,3.7,,,,,High; decline threshold,,,times the body weight per year
Apogonichthys perdix,Apogonidae,6.0,6.5,1.99,0.12,4.03,1.4,0.6,0.5,4.5,3.7,,,,,High; decline threshold,,0,times the body weight per year
Apogonops anomalus,Acropomatidae,15.0,15.9,0.54,0.36,,5.2,2,1.5,10,9.5,,,,,High; decline threshold,mainly animals,3.8+/- s.e. 0.6,times the body weight per year
Apolemichthys trimaculatus,Pomacanthidae,26.0,27.3,0.36,0.47,0.79,7.9,2.2,2.1,16.3,16.7,,,,,High; decline threshold,mainly animals,2.6,times the body weight per year
Apopterygion alta,Tripterygiidae,4.5,4.9,1.49,0.17,,1.8,0.9,0.7,3.5,2.8,,,,,High; decline threshold,,,times the body weight per year
Aporops bilinearis,Serranidae,9.9,10.6,0.79,0.27,,3.5,1.5,1.1,7,6.2,,,,,High; decline threshold,,,times the body weight per year
Aprion virescens,Lutjanidae,112.0,122,0.14,0.83,0.27,20.6,6.7,4.3,62.4,79.4,"18,195.0 g","546.7/3,416.9",nonguarders: open water/substratum egg scatterers,,Low; decline threshold,mainly animals,4.3+/- s.e. 0.42,times the body weight per year
Apristurus ampliceps,Scyliorhinidae,85.5,88.2,0.15,0.85,0.22,19.2,6,4.2,46.7,56.6,,,,,Low; decline threshold,,,times the body weight per year
Apristurus australis,Scyliorhinidae,61.6,63.8,0.2,0.69,0.35,14.3,4.3,3.3,34.9,40.4,,,,,Medium; decline threshold,,,times the body weight per year
Apristurus longicephalus,Scyliorhinidae,60.0,62.2,0.2,0.69,0.28,14.3,4.3,3.3,34.1,39.4,,,,,Medium; decline threshold,,0,times the body weight per year
Apterichtus flavicaudus,Ophichthidae,80.0,82.6,0.28,0.45,0.42,10.3,3.2,2.3,44,52.9,,,,,Medium; decline threshold,,0,times the body weight per year
Apterichtus klazingai,Ophichthidae,40.0,41.7,0.53,0.28,0.95,5.4,1.6,1.3,23.8,26,,,,,High; decline threshold,mainly animals,3.9+/- s.e. 0.67,times the body weight per year
Aptychotrema rostrata,Rhinobatidae,100.0,102.8,0.16,0.76,0.22,18,5.7,3.8,53.5,66.5,,,,,Medium; decline threshold,mainly animals,3.9+/- s.e. 0.62,times the body weight per year
Aptychotrema timorensis,Rhinobatidae,58.2,60.4,0.31,0.44,0.58,9.2,2.8,2.1,33.2,38.2,,,,,High; decline threshold,,0,times the body weight per year
Aptychotrema vincentiana,Rhinobatidae,79.0,81.6,0.23,0.55,0.31,12.5,3.9,2.8,43.5,52.2,,,,,Medium; decline threshold,,0,times the body weight per year
